"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"124",".",".",".",".","2nd quintile",".",2045,0000101,3,5,27739.56,14593.97,18.270,5524.34,852.92,2753.50,3139.68,856.88,10110.85,12771.76,4844.90,2080.81,1598.49,23490.77,18236.02,283.76,68.20,102.61,24.00,3.25,2898.49,868.48,22484.81,2068.95,406.41,398.33,535.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"125",".",".",".",".","2nd quintile",".",2055,0000101,3,5,29747.89,15803.79,9.962,6095.89,621.73,2843.53,3492.55,880.44,11557.35,13816.11,5306.77,2143.38,1729.53,24443.98,19071.74,393.22,79.31,105.99,24.79,12.75,3613.66,1074.20,24375.65,2397.87,501.60,573.44,743.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"126",".",".",".",".","2nd quintile",".",2065,0000101,3,5,32288.28,17305.71,4.873,6654.07,590.03,2977.48,3848.25,907.88,12756.28,15125.59,5835.66,2262.66,1721.58,25830.72,20253.64,510.16,88.83,112.33,26.27,21.76,4395.20,1303.01,26711.20,2987.22,569.83,577.16,791.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"127",".",".",".",".","3rd quintile",".",2015,0000101,4,5,46470.92,15981.54,0.535,9634.13,6412.09,8580.26,4623.41,1238.96,5187.07,13602.06,6662.02,6178.69,5439.69,42928.04,32394.57,1046.43,235.22,354.56,82.92,0.83,1434.77,388.15,35937.45,1815.33,626.61,648.16,633.96,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"128",".",".",".",".","3rd quintile",".",2025,0000101,4,5,50152.54,18140.44,0.653,10588.47,4728.88,10391.75,4857.41,1444.94,6152.97,15449.92,7390.90,7696.80,6154.86,45386.51,35097.15,1574.37,303.40,456.30,106.72,5.71,1787.67,531.87,39863.18,3044.70,835.51,715.80,560.52,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"129",".",".",".",".","3rd quintile",".",2035,0000101,4,5,46575.56,15666.50,1.321,11921.06,3262.91,9030.67,5256.62,1436.49,7299.50,13304.41,6365.77,6639.40,5590.19,41341.76,31305.03,1543.89,260.51,384.10,89.83,4.07,2274.36,677.06,36538.83,4747.16,878.60,801.87,713.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"130",".",".",".",".","3rd quintile",".",2045,0000101,4,5,47869.73,17378.84,0.452,12871.14,2122.85,8355.56,5584.69,1556.19,8805.98,14862.30,6703.64,6333.92,4827.33,41778.00,31868.77,1639.61,254.97,356.13,83.29,13.03,2885.47,859.22,37960.50,5640.18,917.14,934.93,1054.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"131",".",".",".",".","3rd quintile",".",2055,0000101,4,5,51809.54,18729.67,1.093,14055.82,1528.60,9620.62,6100.20,1773.53,9812.44,16007.39,7351.09,7163.26,5820.35,44358.53,33766.21,1936.28,261.72,409.54,95.78,32.36,3640.51,1074.81,41217.22,6284.69,1122.49,1002.99,1153.52,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"132",".",".",".",".","3rd quintile",".",2065,0000101,4,5,56227.56,20941.26,2.534,15433.62,1485.70,9715.69,6748.08,1900.68,11030.39,17765.80,8367.39,7296.60,5811.58,47144.28,36692.87,2398.00,296.49,413.02,96.59,67.85,4482.94,1328.38,45776.16,8123.71,1329.77,1366.27,910.54,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"133",".",".",".",".","4th quintile",".",2015,0000101,5,5,75424.02,17062.99,0.000,20591.95,11316.08,18915.25,6211.92,1325.83,4146.19,14136.26,7923.38,14109.75,11266.81,67913.17,47822.65,3927.13,737.79,839.04,196.38,4.16,1422.60,383.74,55333.49,3296.78,1189.18,1511.46,715.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"134",".",".",".",".","4th quintile",".",2025,0000101,5,5,81856.96,19740.00,1.430,22647.66,9221.93,21675.62,7026.97,1543.36,5181.28,16230.66,9310.07,16123.63,12899.79,72499.87,52468.22,5016.50,794.89,990.45,231.81,12.56,1781.88,529.01,61825.32,5847.49,1205.81,1704.17,885.52,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"135",".",".",".",".","4th quintile",".",2035,0000101,5,5,79592.18,17061.66,0.000,25668.51,6691.80,21136.60,7472.40,1561.21,6357.62,14203.44,7586.23,15669.00,12505.20,69563.94,49841.22,5061.40,807.38,972.44,227.48,28.45,2263.88,667.21,59869.45,8713.53,1418.72,2031.65,1254.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"136",".",".",".",".","4th quintile",".",2045,0000101,5,5,83457.93,18718.71,0.012,28316.05,4311.76,22361.32,8090.53,1659.54,7297.42,15642.74,8119.31,16799.64,13150.27,72010.57,51550.62,5550.41,809.03,1033.52,241.72,60.67,2896.26,855.76,62997.98,10908.28,1719.22,2279.91,1039.23,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"137",".",".",".",".","4th quintile",".",2055,0000101,5,5,91037.29,20594.83,0.000,30069.70,3388.84,25868.03,9036.63,2079.26,8598.01,17256.47,8941.47,19433.71,15099.05,77161.23,55801.49,6522.68,884.29,1209.14,282.81,143.44,3729.68,1104.03,69677.55,12085.27,1918.88,2516.08,1226.38,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"138",".",".",".",".","4th quintile",".",2065,0000101,5,5,97876.96,22801.22,0.658,31140.42,3561.87,27782.52,10213.59,2376.70,9426.54,19101.04,9943.74,20820.92,16307.76,81285.17,60396.94,7775.71,964.84,1283.73,300.26,258.12,4647.00,1362.14,76988.73,13903.92,2218.45,2794.66,1548.73,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"139",".",".",".",".","top quintile",".",2015,0000101,6,5,199736.64,18310.11,0.000,99442.22,18640.10,52184.78,9868.50,1290.93,2836.27,14829.13,9239.04,39829.58,30612.08,173692.34,83661.71,17671.96,3692.38,1904.83,578.05,264.52,1523.99,408.58,109706.01,5722.14,3469.54,8049.00,2039.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"140",".",".",".",".","top quintile",".",2025,0000101,6,5,215221.14,22175.14,0.000,114884.15,15669.51,49686.06,11599.38,1206.89,3526.96,17868.66,10984.22,36548.03,29421.43,189726.97,88810.30,16697.53,3169.56,2211.59,575.55,309.49,1958.93,571.52,114304.47,10640.02,3920.25,8662.67,2343.92,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"141",".",".",".",".","top quintile",".",2035,0000101,6,5,221902.08,18959.97,0.000,120843.73,12059.97,55303.83,13343.71,1390.86,4331.89,15632.88,8703.35,43297.99,29713.85,192323.48,89333.50,19208.73,3433.21,2460.46,664.27,497.82,2559.57,754.54,118912.11,14565.16,4144.71,9921.40,2566.19,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"142",".",".",".",".","top quintile",".",2045,0000101,6,5,242491.06,21587.95,0.000,130305.94,10393.88,63138.50,15460.06,1604.74,5471.22,17971.86,9601.71,47878.49,36096.32,205835.07,99577.24,23820.09,4124.59,2741.63,755.44,791.68,3426.40,996.16,136233.23,20169.91,4800.32,11538.89,2999.05,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"143",".",".",".",".","top quintile",".",2055,0000101,6,5,261015.86,23305.67,0.000,129848.90,9579.59,79045.17,17291.00,1945.53,6137.21,19361.58,10568.45,60472.54,44329.35,213211.93,113428.40,31521.91,5041.04,3322.75,951.96,1224.24,4443.46,1298.58,161232.33,23368.24,6436.78,13766.57,3784.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"144",".",".",".",".","top quintile",".",2065,0000101,6,5,273676.44,25868.50,0.000,132471.62,9636.00,84008.99,19599.58,2091.76,6697.90,21433.09,11809.50,64355.69,47253.52,221614.79,121211.30,33403.13,5025.69,3756.12,1023.41,1391.20,5769.63,1692.48,173272.96,27023.03,6404.67,14032.60,4207.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"145",".",".",".",".",".",".",2015,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98988,0.83922,0.03424,0.92957,0.48066,0.41345,0.79822,0.09264,0.16406,0.79509,0.39482,0.30553,0.22701,1,0.99983,0.49987,0.39323,0.27673,0.27673,0.02426,0.91937,0.72568,0.98393,0.34100,0.47276,0.28817,0.08283
"146",".",".",".",".",".",".",2025,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98955,0.85450,0.02717,0.93867,0.45545,0.43037,0.79548,0.09192,0.16828,0.81168,0.41184,0.31915,0.22740,1,0.99968,0.53048,0.39805,0.29679,0.29679,0.05262,0.92099,0.72979,0.98407,0.44009,0.47207,0.28168,0.08140
"147",".",".",".",".",".",".",2035,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99103,0.87156,0.02656,0.94071,0.40489,0.39221,0.78524,0.08470,0.17047,0.83973,0.41530,0.29190,0.19891,1,0.99970,0.50707,0.37868,0.27568,0.27568,0.08862,0.92555,0.73473,0.98312,0.50787,0.47541,0.27703,0.08012
"148",".",".",".",".",".",".",2045,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99058,0.87112,0.02386,0.93841,0.33267,0.37417,0.76200,0.08366,0.17839,0.84340,0.39519,0.28233,0.18800,1,0.99949,0.50312,0.36573,0.26784,0.26784,0.15585,0.92595,0.73170,0.98124,0.52741,0.46245,0.26655,0.08134
"149",".",".",".",".",".",".",2055,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99072,0.87054,0.01851,0.93987,0.24796,0.39534,0.74697,0.08816,0.18304,0.84202,0.39578,0.29860,0.20233,1,0.99928,0.51409,0.36902,0.28547,0.28547,0.25511,0.92242,0.72850,0.98156,0.52023,0.46603,0.26513,0.08187
"150",".",".",".",".",".",".",2065,0000001,1,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99212,0.87400,0.01452,0.94167,0.19661,0.39123,0.73947,0.08772,0.18440,0.84907,0.40148,0.29613,0.19921,1,0.99953,0.52567,0.37580,0.28304,0.28304,0.34763,0.92140,0.72824,0.98228,0.54315,0.47200,0.26859,0.08135
"151","Female",".",".",".",".",".",2015,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98857,0.84735,0.04259,0.92182,0.45222,0.35995,0.79625,0.07668,0.18470,0.80132,0.36784,0.25733,0.18587,1,0.99976,0.44591,0.35533,0.23126,0.23126,0.02044,0.92838,0.75573,0.98155,0.34815,0.46341,0.26773,0.07531
"152","Female",".",".",".",".",".",2025,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98859,0.85775,0.03236,0.93517,0.44304,0.38897,0.80514,0.07428,0.18790,0.81269,0.38939,0.27618,0.19980,1,0.99971,0.49632,0.37177,0.25623,0.25623,0.04941,0.92752,0.75954,0.98241,0.45141,0.46402,0.26873,0.07630
"153","Female",".",".",".",".",".",2035,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99018,0.87479,0.02973,0.93807,0.40384,0.34932,0.79934,0.06970,0.18812,0.84202,0.39150,0.24638,0.17341,1,0.99979,0.47887,0.35740,0.23095,0.23095,0.07994,0.93181,0.76422,0.98157,0.52181,0.46790,0.26367,0.07551
"154","Female",".",".",".",".",".",2045,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98947,0.87625,0.02638,0.93544,0.33725,0.32957,0.77506,0.06471,0.19720,0.84488,0.37533,0.24239,0.15600,1,0.99981,0.47367,0.34262,0.22833,0.22833,0.14057,0.93423,0.76210,0.97980,0.54503,0.45578,0.25525,0.07592
"155","Female",".",".",".",".",".",2055,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98921,0.87409,0.02099,0.93797,0.25406,0.34926,0.75750,0.07038,0.20654,0.84145,0.37938,0.25501,0.17258,1,0.99923,0.48446,0.34602,0.24174,0.24174,0.23375,0.92999,0.75953,0.97904,0.53923,0.45715,0.25144,0.07688
"156","Female",".",".",".",".",".",2065,1000001,2,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99077,0.88050,0.01530,0.93970,0.20040,0.34810,0.74853,0.07121,0.20386,0.85046,0.38480,0.25485,0.17049,1,0.99962,0.49975,0.35484,0.24263,0.24263,0.32399,0.92832,0.75729,0.98070,0.56224,0.46199,0.25678,0.07610
"157","Male",".",".",".",".",".",2015,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99147,0.82938,0.02413,0.93896,0.51507,0.47817,0.80059,0.11196,0.13908,0.78755,0.42746,0.36385,0.27678,1,0.99991,0.56516,0.43909,0.33174,0.33174,0.02888,0.90847,0.68932,0.98681,0.33235,0.48408,0.31289,0.09193
"158","Male",".",".",".",".",".",2025,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99068,0.85071,0.02112,0.94275,0.46992,0.47861,0.78422,0.11248,0.14542,0.81051,0.43801,0.36923,0.25957,1,0.99966,0.57029,0.42867,0.34406,0.34406,0.05637,0.91338,0.69511,0.98601,0.42691,0.48145,0.29678,0.08735
"159","Male",".",".",".",".",".",2035,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99200,0.86788,0.02293,0.94373,0.40609,0.44123,0.76912,0.10184,0.15029,0.83711,0.44250,0.34393,0.22807,1,0.99959,0.53930,0.40300,0.32682,0.32682,0.09854,0.91839,0.70103,0.98489,0.49192,0.48401,0.29229,0.08538
"160","Male",".",".",".",".",".",2045,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99185,0.86529,0.02098,0.94179,0.32746,0.42499,0.74711,0.10525,0.15696,0.84171,0.41783,0.32785,0.22448,1,0.99912,0.53668,0.39207,0.31287,0.31287,0.17326,0.91651,0.69705,0.98287,0.50732,0.47005,0.27944,0.08751
"161","Male",".",".",".",".",".",2055,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99242,0.86653,0.01572,0.94202,0.24109,0.44727,0.73510,0.10819,0.15656,0.84266,0.41426,0.34773,0.23585,1,0.99934,0.54747,0.39493,0.33476,0.33476,0.27919,0.91389,0.69355,0.98438,0.49882,0.47603,0.28056,0.08749
"162","Male",".",".",".",".",".",2065,1000001,3,6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99366,0.86664,0.01364,0.94391,0.19232,0.44007,0.72922,0.10642,0.16237,0.84751,0.42037,0.34286,0.23172,1,0.99943,0.55502,0.39952,0.32879,0.32879,0.37439,0.91357,0.69535,0.98407,0.52154,0.48333,0.28195,0.08729
"163",".",".",".",".",".",".",2015,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98988,0.83922,0.03424,0.92957,0.48066,0.41345,0.79822,0.09264,0.16406,0.79509,0.39482,0.30553,0.22701,1,0.99983,0.49987,0.39323,0.27673,0.27673,0.02426,0.91937,0.72568,0.98393,0.34100,0.47276,0.28817,0.08283
"164",".",".",".",".",".",".",2025,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98955,0.85450,0.02717,0.93867,0.45545,0.43037,0.79548,0.09192,0.16828,0.81168,0.41184,0.31915,0.22740,1,0.99968,0.53048,0.39805,0.29679,0.29679,0.05262,0.92099,0.72979,0.98407,0.44009,0.47207,0.28168,0.08140
"165",".",".",".",".",".",".",2035,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99103,0.87156,0.02656,0.94071,0.40489,0.39221,0.78524,0.08470,0.17047,0.83973,0.41530,0.29190,0.19891,1,0.99970,0.50707,0.37868,0.27568,0.27568,0.08862,0.92555,0.73473,0.98312,0.50787,0.47541,0.27703,0.08012
"166",".",".",".",".",".",".",2045,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99058,0.87112,0.02386,0.93841,0.33267,0.37417,0.76200,0.08366,0.17839,0.84340,0.39519,0.28233,0.18800,1,0.99949,0.50312,0.36573,0.26784,0.26784,0.15585,0.92595,0.73170,0.98124,0.52741,0.46245,0.26655,0.08134
"167",".",".",".",".",".",".",2055,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99072,0.87054,0.01851,0.93987,0.24796,0.39534,0.74697,0.08816,0.18304,0.84202,0.39578,0.29860,0.20233,1,0.99928,0.51409,0.36902,0.28547,0.28547,0.25511,0.92242,0.72850,0.98156,0.52023,0.46603,0.26513,0.08187
"168",".",".",".",".",".",".",2065,0000001,1,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99212,0.87400,0.01452,0.94167,0.19661,0.39123,0.73947,0.08772,0.18440,0.84907,0.40148,0.29613,0.19921,1,0.99953,0.52567,0.37580,0.28304,0.28304,0.34763,0.92140,0.72824,0.98228,0.54315,0.47200,0.26859,0.08135
"169",".",".",".","Married",".",".",2015,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99001,0.85084,0.01886,0.94900,0.56280,0.53547,0.87972,0.10583,0.13424,0.77538,0.66433,0.34897,0.39234,1,1.00000,0.59325,0.46926,0.31497,0.31497,0.03402,0.89690,0.70371,0.98969,0.36000,0.51231,0.33846,0.10562
"170",".",".",".","Married",".",".",2025,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98909,0.86874,0.01589,0.95188,0.52203,0.55015,0.88479,0.10464,0.13548,0.79588,0.69592,0.35763,0.39364,1,0.99978,0.62254,0.46610,0.33159,0.33159,0.07044,0.90001,0.70715,0.98865,0.46579,0.50646,0.32783,0.10392
"171",".",".",".","Married",".",".",2035,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99092,0.88457,0.01732,0.95177,0.45707,0.50786,0.87858,0.09518,0.13642,0.82873,0.73009,0.32644,0.35977,1,0.99980,0.58789,0.44433,0.30907,0.30907,0.11617,0.90522,0.71289,0.98764,0.52890,0.51001,0.32088,0.10040
"172",".",".",".","Married",".",".",2045,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99005,0.87824,0.01356,0.95220,0.37410,0.49723,0.86971,0.09601,0.14219,0.82682,0.72556,0.32318,0.35630,1,0.99951,0.59865,0.43514,0.30689,0.30689,0.21000,0.90112,0.71093,0.98542,0.55267,0.49512,0.31093,0.10454
"173",".",".",".","Married",".",".",2055,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99101,0.87870,0.00827,0.95667,0.28074,0.53100,0.86681,0.10129,0.14272,0.82591,0.72658,0.34826,0.38221,1,0.99955,0.61946,0.44476,0.33506,0.33506,0.34087,0.89989,0.70679,0.98789,0.54454,0.51097,0.31580,0.10477
"174",".",".",".","Married",".",".",2065,0001001,2,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99353,0.88064,0.00621,0.95972,0.22533,0.52640,0.86720,0.10398,0.14624,0.83440,0.73934,0.34672,0.37635,1,0.99966,0.63443,0.45137,0.33184,0.33184,0.44955,0.89657,0.70612,0.98829,0.57272,0.51029,0.31650,0.10436
"175",".",".",".","Widowed",".",".",2015,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98710,0.88479,0.03824,0.91742,0.37259,0.17515,0.82025,0.06990,0.18998,0.88262,0.04807,0.17515,0.00000,1,0.99921,0.34019,0.25720,0.16001,0.16001,0.00925,0.95645,0.76811,0.97977,0.40256,0.43018,0.21486,0.05633
"176",".",".",".","Widowed",".",".",2025,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98589,0.88913,0.02755,0.93295,0.39037,0.19071,0.84564,0.06788,0.19784,0.88531,0.05145,0.19071,0.00000,1,0.99917,0.39601,0.29311,0.17544,0.17544,0.02739,0.95369,0.77826,0.98174,0.52531,0.44415,0.22656,0.05610
"177",".",".",".","Widowed",".",".",2035,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98788,0.90652,0.02312,0.94276,0.38202,0.17605,0.86602,0.06838,0.19041,0.90165,0.05905,0.17605,0.00000,1,0.99972,0.41154,0.28731,0.16380,0.16380,0.05125,0.95167,0.78034,0.98381,0.61473,0.45179,0.22952,0.05473
"178",".",".",".","Widowed",".",".",2045,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98726,0.91287,0.02102,0.94204,0.33108,0.15427,0.85911,0.06229,0.18790,0.90994,0.06115,0.15427,0.00000,1,0.99962,0.39975,0.27580,0.14714,0.14714,0.09083,0.95503,0.76713,0.98217,0.63643,0.44649,0.22127,0.05783
"179",".",".",".","Widowed",".",".",2055,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98550,0.91340,0.01916,0.94201,0.25799,0.15469,0.84155,0.06887,0.19793,0.91029,0.06032,0.15469,0.00000,1,0.99935,0.39016,0.26757,0.14744,0.14744,0.15146,0.95340,0.76505,0.97812,0.64505,0.43236,0.21126,0.05929
"180",".",".",".","Widowed",".",".",2065,0001001,3,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.98637,0.91786,0.01200,0.94612,0.20590,0.16040,0.83823,0.06326,0.19252,0.91536,0.05663,0.16040,0.00000,1,0.99975,0.40980,0.28241,0.15539,0.15539,0.23228,0.94962,0.75809,0.97950,0.66783,0.44618,0.21978,0.06151
"181",".",".",".","Divorced",".",".",2015,0001001,4,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99139,0.78218,0.05399,0.90621,0.36985,0.33001,0.60972,0.08566,0.19610,0.78218,0.00000,0.33001,0.00000,1,1.00000,0.41593,0.32859,0.30392,0.30392,0.01139,0.94289,0.74414,0.97493,0.24175,0.41912,0.23285,0.04760
"182",".",".",".","Divorced",".",".",2025,0001001,4,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99302,0.81318,0.03942,0.92589,0.37057,0.32987,0.61972,0.08447,0.18493,0.81318,0.00000,0.32987,0.00000,1,0.99977,0.42650,0.32243,0.31138,0.31138,0.02340,0.95112,0.75470,0.97883,0.34959,0.41807,0.21937,0.04731
"183",".",".",".","Divorced",".",".",2035,0001001,4,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99137,0.83506,0.03348,0.92956,0.34195,0.30418,0.62252,0.07373,0.18278,0.83506,0.00000,0.30418,0.00000,1,0.99959,0.41673,0.31568,0.28980,0.28980,0.05792,0.94763,0.74985,0.97802,0.42349,0.43170,0.22386,0.05525
"184",".",".",".","Divorced",".",".",2045,0001001,4,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99440,0.84503,0.03279,0.92441,0.28015,0.31033,0.60668,0.07958,0.19136,0.84503,0.00000,0.31033,0.00000,1,0.99960,0.41951,0.31653,0.30233,0.30233,0.10918,0.95221,0.75165,0.97820,0.44311,0.42871,0.22616,0.05399
"185",".",".",".","Divorced",".",".",2055,0001001,4,7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99282,0.86100,0.02368,0.92603,0.20579,0.31372,0.60668,0.07998,0.19336,0.86100,0.00000,0.31372,0.00000,1,0.99942,0.43098,0.31469,0.30460,0.30460,0.17938,0.94622,0.74762,0.97767,0.45195,0.43234,0.22345,0.05785
